1.444499137727060578e+01, 9.999994671318999107e-01
1.330931273959228278e+01, 9.999983410312748289e-01
1.101064215838098193e+01, 9.999834753719887281e-01
1.177895892751913820e+01, 9.999923359239292209e-01
1.690723270529277755e+01, 9.999999545763412767e-01
1.035036356284377490e+01, 9.999680198622598049e-01
7.941696941856937642e+00, 9.996445238790052645e-01
1.451549846676667954e+01, 9.999995034089385060e-01
1.745486554511333921e+01, 9.999999737307181391e-01
8.697572966295822994e+00, 9.998330372698093216e-01
1.356060237510288680e+01, 9.999987096585251090e-01
8.334554120303860003e+00, 9.997599814072199997e-01
1.365426193694669266e+01, 9.999988250243240229e-01
1.053217341362490700e+01, 9.999733361029472523e-01
7.649328739304948499e+00, 9.995238630284007941e-01
1.812908097969241439e+01, 9.999999866143285399e-01
1.869819962114654288e+01, 9.999999924233874404e-01
1.192872237761813814e+01, 9.999934019009670827e-01
1.562647661965640111e+01, 9.999998365039136639e-01
1.298109909953850583e+01, 9.999976965473372781e-01
1.694628608807067494e+01, 9.999999563160960614e-01
1.347146152971477662e+01, 9.999985893541945003e-01
1.750925201787369190e+01, 9.999999751212558241e-01
7.845391712233016790e+00, 9.996086010508279385e-01
1.531336566580942105e+01, 9.999997763907859660e-01
8.878351975133336182e+00, 9.998606457546449500e-01
1.759235223265809722e+01, 9.999999771051136799e-01
1.134163196094481840e+01, 9.999881317504576428e-01
7.864008532520600170e+00, 9.996158174734929291e-01
1.051782395049636243e+01, 9.999729507424434116e-01
1.041466647627126463e+01, 9.999700114964642506e-01
1.435733584567196530e+01, 9.999994183147991045e-01
1.510495915491249441e+01, 9.999997245774657761e-01
7.939847304511509662e+00, 9.996438660030267931e-01
1.914565532768916611e+01, 9.999999951566311829e-01
1.594078109538791921e+01, 9.999998805993526307e-01
1.405401559540003653e+01, 9.999992121959009328e-01
8.826180429712568554e+00, 9.998531835303442472e-01
9.467916039267532113e+00, 9.999227136597299559e-01
1.660501196526713130e+01, 9.999999385481581626e-01
9.224570857206931151e+00, 9.999014226894907820e-01
1.056483432367076958e+01, 9.999741928798969726e-01
7.864599953492762197e+00, 9.996160445327059163e-01
1.529890634719953013e+01, 9.999997731340617424e-01
1.518006797381111284e+01, 9.999997445063368851e-01
9.553758826418786043e+00, 9.999290708990522525e-01
1.488609936536410672e+01, 9.999996571935065859e-01
7.405738125226372759e+00, 9.993926137821295130e-01
8.894848201042892200e+00, 9.998629254041458969e-01
9.047798862684548027e+00, 9.998823641245273564e-01
9.359716601857849483e+00, 9.999138829140088447e-01
8.550416553250519414e+00, 9.998065729267640034e-01
8.506226566805256795e+00, 9.997978354830636682e-01
1.413197529462281921e+01, 9.999992712798227990e-01
1.706295802048449417e+01, 9.999999611266947586e-01
8.481240643079001273e+00, 9.997927216419022489e-01
1.487136766015952460e+01, 9.999996521060023902e-01
1.052846341313572331e+01, 9.999732369987991421e-01
7.426652335906452684e+00, 9.994051773924791382e-01
1.667591228412110382e+01, 9.999999427542447528e-01
8.537634942443091290e+00, 9.998040852370830844e-01
1.410730307014998708e+01, 9.999992530770603905e-01
8.106822194355853384e+00, 9.996986154772558031e-01
8.774917425844243724e+00, 9.998454622222854304e-01
8.311983257910899425e+00, 9.997545037250893385e-01
1.091700042409673266e+01, 9.999818532408244476e-01
1.491576867245588822e+01, 9.999996672149349397e-01
1.426530691881146318e+01, 9.999993622423959394e-01
8.794937277020878241e+00, 9.998485248183121010e-01
8.857345845183019151e+00, 9.998576879202837331e-01
1.438013994846096821e+01, 9.999994314294977649e-01
1.629478423947986698e+01, 9.999999161959350902e-01
1.218361686903631202e+01, 9.999948864771215362e-01
1.596077867879970924e+01, 9.999998829633608421e-01
1.401553489919590234e+01, 9.999991812898457733e-01
8.077298613342232869e+00, 9.996895876781780599e-01
8.233199628231997025e+00, 9.997343856937234152e-01
9.697374295143749379e+00, 9.999385591563463294e-01
7.470854980850759830e+00, 9.994308828514228971e-01
1.305069583521058973e+01, 9.999978514083646131e-01
9.039539993269830376e+00, 9.998813886779304161e-01
9.861545216979964223e+00, 9.999478610014891355e-01
1.024264121995135568e+01, 9.999643826200348418e-01
9.573634853327071426e+00, 9.999304666725774560e-01
1.307486041525682552e+01, 9.999979027057839254e-01
1.090917236297800308e+01, 9.999817106320356697e-01
8.339951683158563611e+00, 9.997612731241884987e-01
8.810680691899342776e+00, 9.998508905283147730e-01
1.924100176903979076e+01, 9.999999955970970689e-01
8.635583228412038181e+00, 9.998223616618124865e-01
8.880824095448527800e+00, 9.998609897818034886e-01
